Sentence_A,Sentence_B,origin,frequency,freq_cat,pair_id,rating_anticonic_causal,rating_iconic_causal,rating_anticonic_temporal,rating_iconic_temporal,human_preferred_connective,human_preferred_connective_desc,human_preferred_connective_unrel,tested_relation,tested_order,relation_human,order_human,condition_human,tested_connective,additional_dimension
Mark cut the onions.,Mark put the onions in a pan.,Descript,497,3_common,297,1.4,5.333333333333333,4.066666666666666,9.666666666666666,then,iconic_temp,then,temporal,B follows A,Temporal,"A,B","Temporal-A,B",so,none
Mark cut the onions.,Mark put the onions in a pan.,Descript,882,4_frequent,297,1.4,5.333333333333333,4.066666666666666,9.666666666666666,then,iconic_temp,then,temporal,B follows A,Temporal,"A,B","Temporal-A,B",then,none
Mark put the onions in a pan.,Mark cut the onions.,Descript,221,3_common,297,5.466666666666667,1.933333333333333,6.666666666666667,2.533333333333333,after,anticonic_temp,after,temporal,A follows B,Temporal,"B,A","Temporal-B,A",after,none
Mark put the onions in a pan.,Mark cut the onions.,Descript,126,3_common,297,5.466666666666667,1.933333333333333,6.666666666666667,2.533333333333333,after,anticonic_temp,after,temporal,A follows B,Temporal,"B,A","Temporal-B,A",because,none
Mark put the onions in a pan.,Mark cut the onions.,Descript,301,3_common,297,5.466666666666667,1.933333333333333,6.666666666666667,2.533333333333333,after,anticonic_temp,after,temporal,A follows B,Temporal,"B,A","Temporal-B,A",so,none
Mark put the onions in a pan.,Mark cut the onions.,Descript,282,3_common,297,5.466666666666667,1.933333333333333,6.666666666666667,2.533333333333333,after,anticonic_temp,after,temporal,A follows B,Temporal,"B,A","Temporal-B,A",then,none
Steven ate the food.,Steven put the omelet on a plate.,Descript,218,3_common,298,6.666666666666667,1.2666666666666666,5.6,2.0,because,anticonic_caus,because,temporal,A follows B,Causal,"B,A","Causal-B,A",after,none
Steven ate the food.,Steven put the omelet on a plate.,Descript,192,3_common,298,6.666666666666667,1.2666666666666666,5.6,2.0,because,anticonic_caus,because,temporal,A follows B,Causal,"B,A","Causal-B,A",because,none
Steven ate the food.,Steven put the omelet on a plate.,Descript,744,4_frequent,298,6.666666666666667,1.2666666666666666,5.6,2.0,because,anticonic_caus,because,temporal,A follows B,Causal,"B,A","Causal-B,A",so,none
Steven ate the food.,Steven put the omelet on a plate.,Descript,618,4_frequent,298,6.666666666666667,1.2666666666666666,5.6,2.0,because,anticonic_caus,because,temporal,A follows B,Causal,"B,A","Causal-B,A",then,none
Steven put the omelet on a plate.,Steven ate the food.,Descript,245,3_common,298,2.6666666666666665,6.933333333333334,3.2666666666666666,8.6,then,iconic_temp,then,temporal,B follows A,Temporal,"A,B","Temporal-A,B",after,none
Steven put the omelet on a plate.,Steven ate the food.,Descript,262,3_common,298,2.6666666666666665,6.933333333333334,3.2666666666666666,8.6,then,iconic_temp,then,temporal,B follows A,Temporal,"A,B","Temporal-A,B",because,none
Steven put the omelet on a plate.,Steven ate the food.,Descript,472,3_common,298,2.6666666666666665,6.933333333333334,3.2666666666666666,8.6,then,iconic_temp,then,temporal,B follows A,Temporal,"A,B","Temporal-A,B",so,none
Steven put the omelet on a plate.,Steven ate the food.,Descript,244,3_common,298,2.6666666666666665,6.933333333333334,3.2666666666666666,8.6,then,iconic_temp,then,temporal,B follows A,Temporal,"A,B","Temporal-A,B",then,none
Penny ate vegetables for lunch.,Penny bought vegetables.,Descript,92,3_common,299,9.2,2.2,6.133333333333334,3.066666666666667,because,anticonic_caus,because,temporal,A follows B,Causal,"B,A","Causal-B,A",after,none
Penny ate vegetables for lunch.,Penny bought vegetables.,Descript,148,3_common,299,9.2,2.2,6.133333333333334,3.066666666666667,because,anticonic_caus,because,temporal,A follows B,Causal,"B,A","Causal-B,A",because,none
Penny ate vegetables for lunch.,Penny bought vegetables.,Descript,490,3_common,299,9.2,2.2,6.133333333333334,3.066666666666667,because,anticonic_caus,because,temporal,A follows B,Causal,"B,A","Causal-B,A",so,none
Penny ate vegetables for lunch.,Penny bought vegetables.,Descript,236,3_common,299,9.2,2.2,6.133333333333334,3.066666666666667,because,anticonic_caus,because,temporal,A follows B,Causal,"B,A","Causal-B,A",then,none
Penny bought vegetables.,Penny ate vegetables for lunch.,Descript,105,3_common,299,4.533333333333333,8.533333333333333,3.533333333333333,8.4,so,iconic_caus,so,temporal,B follows A,Causal,"A,B","Causal-A,B",after,none
Penny bought vegetables.,Penny ate vegetables for lunch.,Descript,311,3_common,299,4.533333333333333,8.533333333333333,3.533333333333333,8.4,so,iconic_caus,so,temporal,B follows A,Causal,"A,B","Causal-A,B",because,none
Penny bought vegetables.,Penny ate vegetables for lunch.,Descript,382,3_common,299,4.533333333333333,8.533333333333333,3.533333333333333,8.4,so,iconic_caus,so,temporal,B follows A,Causal,"A,B","Causal-A,B",so,none
Penny bought vegetables.,Penny ate vegetables for lunch.,Descript,267,3_common,299,4.533333333333333,8.533333333333333,3.533333333333333,8.4,so,iconic_caus,so,temporal,B follows A,Causal,"A,B","Causal-A,B",then,none
Amy bought the ingredients to prepare a cake.,Amy entered the grocery store.,Descript,0,1_rare,300,3.933333333333333,3.066666666666667,5.0,1.8666666666666667,after,anticonic_temp,other,temporal,A follows B,no_rel,none,Unrelated,after,none
Amy bought the ingredients to prepare a cake.,Amy entered the grocery store.,Descript,0,1_rare,300,3.933333333333333,3.066666666666667,5.0,1.8666666666666667,after,anticonic_temp,other,temporal,A follows B,no_rel,none,Unrelated,because,none
Amy bought the ingredients to prepare a cake.,Amy entered the grocery store.,Descript,0,1_rare,300,3.933333333333333,3.066666666666667,5.0,1.8666666666666667,after,anticonic_temp,other,temporal,A follows B,no_rel,none,Unrelated,so,none
Amy bought the ingredients to prepare a cake.,Amy entered the grocery store.,Descript,0,1_rare,300,3.933333333333333,3.066666666666667,5.0,1.8666666666666667,after,anticonic_temp,other,temporal,A follows B,no_rel,none,Unrelated,then,none
Amy entered the grocery store.,Amy bought the ingredients to prepare a cake.,Descript,0,1_rare,300,2.466666666666667,7.4,3.733333333333333,9.266666666666667,then,iconic_temp,then,temporal,B follows A,Temporal,"A,B","Temporal-A,B",after,none
Amy entered the grocery store.,Amy bought the ingredients to prepare a cake.,Descript,0,1_rare,300,2.466666666666667,7.4,3.733333333333333,9.266666666666667,then,iconic_temp,then,temporal,B follows A,Temporal,"A,B","Temporal-A,B",because,none
Amy entered the grocery store.,Amy bought the ingredients to prepare a cake.,Descript,0,1_rare,300,2.466666666666667,7.4,3.733333333333333,9.266666666666667,then,iconic_temp,then,temporal,B follows A,Temporal,"A,B","Temporal-A,B",so,none
Amy entered the grocery store.,Amy bought the ingredients to prepare a cake.,Descript,0,1_rare,300,2.466666666666667,7.4,3.733333333333333,9.266666666666667,then,iconic_temp,then,temporal,B follows A,Temporal,"A,B","Temporal-A,B",then,none
Marco entered the kitchen.,Marco went home.,Descript,628,4_frequent,301,2.6,1.4666666666666666,4.133333333333334,4.266666666666667,then,iconic_temp,other,temporal,A follows B,no_rel,none,Unrelated,after,none
Marco entered the kitchen.,Marco went home.,Descript,278,3_common,301,2.6,1.4666666666666666,4.133333333333334,4.266666666666667,then,iconic_temp,other,temporal,A follows B,no_rel,none,Unrelated,because,none
Marco entered the kitchen.,Marco went home.,Descript,762,4_frequent,301,2.6,1.4666666666666666,4.133333333333334,4.266666666666667,then,iconic_temp,other,temporal,A follows B,no_rel,none,Unrelated,so,none
Marco entered the kitchen.,Marco went home.,Descript,1020,4_frequent,301,2.6,1.4666666666666666,4.133333333333334,4.266666666666667,then,iconic_temp,other,temporal,A follows B,no_rel,none,Unrelated,then,none
Marco went home.,Marco entered the kitchen.,Descript,1012,4_frequent,301,2.0,3.0,2.8,7.533333333333333,then,iconic_temp,then,temporal,B follows A,Temporal,"A,B","Temporal-A,B",after,none
Marco went home.,Marco entered the kitchen.,Descript,252,3_common,301,2.0,3.0,2.8,7.533333333333333,then,iconic_temp,then,temporal,B follows A,Temporal,"A,B","Temporal-A,B",because,none
Marco went home.,Marco entered the kitchen.,Descript,728,4_frequent,301,2.0,3.0,2.8,7.533333333333333,then,iconic_temp,then,temporal,B follows A,Temporal,"A,B","Temporal-A,B",so,none
Marco went home.,Marco entered the kitchen.,Descript,1013,4_frequent,301,2.0,3.0,2.8,7.533333333333333,then,iconic_temp,then,temporal,B follows A,Temporal,"A,B","Temporal-A,B",then,none
Luke cut some vegetables.,Luke prepared a soup.,Descript,49,2_uncommon,302,4.6,4.6,4.266666666666667,9.4,then,iconic_temp,then,temporal,B follows A,Temporal,"A,B","Temporal-A,B",after,none
Luke cut some vegetables.,Luke prepared a soup.,Descript,12,2_uncommon,302,4.6,4.6,4.266666666666667,9.4,then,iconic_temp,then,temporal,B follows A,Temporal,"A,B","Temporal-A,B",because,none
Luke cut some vegetables.,Luke prepared a soup.,Descript,63,3_common,302,4.6,4.6,4.266666666666667,9.4,then,iconic_temp,then,temporal,B follows A,Temporal,"A,B","Temporal-A,B",so,none
Luke cut some vegetables.,Luke prepared a soup.,Descript,48,2_uncommon,302,4.6,4.6,4.266666666666667,9.4,then,iconic_temp,then,temporal,B follows A,Temporal,"A,B","Temporal-A,B",then,none
Luke prepared a soup.,Luke cut some vegetables.,Descript,32,2_uncommon,302,5.333333333333333,6.6,7.466666666666667,3.933333333333333,after,anticonic_temp,after,temporal,A follows B,Temporal,"B,A","Temporal-B,A",after,none
Luke prepared a soup.,Luke cut some vegetables.,Descript,16,2_uncommon,302,5.333333333333333,6.6,7.466666666666667,3.933333333333333,after,anticonic_temp,after,temporal,A follows B,Temporal,"B,A","Temporal-B,A",because,none
Luke prepared a soup.,Luke cut some vegetables.,Descript,43,2_uncommon,302,5.333333333333333,6.6,7.466666666666667,3.933333333333333,after,anticonic_temp,after,temporal,A follows B,Temporal,"B,A","Temporal-B,A",so,none
Luke prepared a soup.,Luke cut some vegetables.,Descript,53,2_uncommon,302,5.333333333333333,6.6,7.466666666666667,3.933333333333333,after,anticonic_temp,after,temporal,A follows B,Temporal,"B,A","Temporal-B,A",then,none
Penny found a cake recipe.,Penny gathered all the ingredients for the cake.,Descript,51,2_uncommon,303,3.533333333333333,8.866666666666667,5.0,8.666666666666666,so,iconic_caus,so,temporal,B follows A,Causal,"A,B","Causal-A,B",after,none
Penny found a cake recipe.,Penny gathered all the ingredients for the cake.,Descript,34,2_uncommon,303,3.533333333333333,8.866666666666667,5.0,8.666666666666666,so,iconic_caus,so,temporal,B follows A,Causal,"A,B","Causal-A,B",because,none
Penny found a cake recipe.,Penny gathered all the ingredients for the cake.,Descript,152,3_common,303,3.533333333333333,8.866666666666667,5.0,8.666666666666666,so,iconic_caus,so,temporal,B follows A,Causal,"A,B","Causal-A,B",so,none
Penny found a cake recipe.,Penny gathered all the ingredients for the cake.,Descript,72,3_common,303,3.533333333333333,8.866666666666667,5.0,8.666666666666666,so,iconic_caus,so,temporal,B follows A,Causal,"A,B","Causal-A,B",then,none
Penny gathered all the ingredients for the cake.,Penny found a cake recipe.,Descript,90,3_common,303,8.266666666666667,2.1333333333333333,8.2,3.2666666666666666,because,anticonic_caus,because,temporal,A follows B,Causal,"B,A","Causal-B,A",after,none
Penny gathered all the ingredients for the cake.,Penny found a cake recipe.,Descript,48,2_uncommon,303,8.266666666666667,2.1333333333333333,8.2,3.2666666666666666,because,anticonic_caus,because,temporal,A follows B,Causal,"B,A","Causal-B,A",because,none
Penny gathered all the ingredients for the cake.,Penny found a cake recipe.,Descript,180,3_common,303,8.266666666666667,2.1333333333333333,8.2,3.2666666666666666,because,anticonic_caus,because,temporal,A follows B,Causal,"B,A","Causal-B,A",so,none
Penny gathered all the ingredients for the cake.,Penny found a cake recipe.,Descript,103,3_common,303,8.266666666666667,2.1333333333333333,8.2,3.2666666666666666,because,anticonic_caus,because,temporal,A follows B,Causal,"B,A","Causal-B,A",then,none
Penny ate some cornflakes.,Penny took a bowl.,Descript,988,4_frequent,304,2.8666666666666667,2.8,6.8,1.7333333333333334,after,anticonic_temp,after,temporal,A follows B,Temporal,"B,A","Temporal-B,A",after,none
Penny ate some cornflakes.,Penny took a bowl.,Descript,565,4_frequent,304,2.8666666666666667,2.8,6.8,1.7333333333333334,after,anticonic_temp,after,temporal,A follows B,Temporal,"B,A","Temporal-B,A",because,none
Penny ate some cornflakes.,Penny took a bowl.,Descript,1020,4_frequent,304,2.8666666666666667,2.8,6.8,1.7333333333333334,after,anticonic_temp,after,temporal,A follows B,Temporal,"B,A","Temporal-B,A",so,none
Penny ate some cornflakes.,Penny took a bowl.,Descript,1018,4_frequent,304,2.8666666666666667,2.8,6.8,1.7333333333333334,after,anticonic_temp,after,temporal,A follows B,Temporal,"B,A","Temporal-B,A",then,none
Penny took a bowl.,Penny ate some cornflakes.,Descript,1015,4_frequent,304,2.533333333333333,4.866666666666666,1.933333333333333,8.066666666666666,then,iconic_temp,then,temporal,B follows A,Temporal,"A,B","Temporal-A,B",after,none
Penny took a bowl.,Penny ate some cornflakes.,Descript,499,4_frequent,304,2.533333333333333,4.866666666666666,1.933333333333333,8.066666666666666,then,iconic_temp,then,temporal,B follows A,Temporal,"A,B","Temporal-A,B",because,none
Penny took a bowl.,Penny ate some cornflakes.,Descript,1009,4_frequent,304,2.533333333333333,4.866666666666666,1.933333333333333,8.066666666666666,then,iconic_temp,then,temporal,B follows A,Temporal,"A,B","Temporal-A,B",so,none
Penny took a bowl.,Penny ate some cornflakes.,Descript,722,4_frequent,304,2.533333333333333,4.866666666666666,1.933333333333333,8.066666666666666,then,iconic_temp,then,temporal,B follows A,Temporal,"A,B","Temporal-A,B",then,none
The chef mixed the ingredients in the bowl.,The chef put the ingredients into the bowl.,Descript,21,2_uncommon,305,5.8,3.6666666666666665,7.4,2.6,after,anticonic_temp,after,temporal,A follows B,Temporal,"B,A","Temporal-B,A",after,none
The chef mixed the ingredients in the bowl.,The chef put the ingredients into the bowl.,Descript,16,2_uncommon,305,5.8,3.6666666666666665,7.4,2.6,after,anticonic_temp,after,temporal,A follows B,Temporal,"B,A","Temporal-B,A",because,none
The chef mixed the ingredients in the bowl.,The chef put the ingredients into the bowl.,Descript,109,3_common,305,5.8,3.6666666666666665,7.4,2.6,after,anticonic_temp,after,temporal,A follows B,Temporal,"B,A","Temporal-B,A",so,none
The chef mixed the ingredients in the bowl.,The chef put the ingredients into the bowl.,Descript,348,3_common,305,5.8,3.6666666666666665,7.4,2.6,after,anticonic_temp,after,temporal,A follows B,Temporal,"B,A","Temporal-B,A",then,none
The chef put the ingredients into the bowl.,The chef mixed the ingredients in the bowl.,Descript,32,2_uncommon,305,2.0,6.133333333333334,3.866666666666666,9.266666666666667,then,iconic_temp,then,temporal,B follows A,Temporal,"A,B","Temporal-A,B",after,none
The chef put the ingredients into the bowl.,The chef mixed the ingredients in the bowl.,Descript,35,2_uncommon,305,2.0,6.133333333333334,3.866666666666666,9.266666666666667,then,iconic_temp,then,temporal,B follows A,Temporal,"A,B","Temporal-A,B",because,none
The chef put the ingredients into the bowl.,The chef mixed the ingredients in the bowl.,Descript,88,3_common,305,2.0,6.133333333333334,3.866666666666666,9.266666666666667,then,iconic_temp,then,temporal,B follows A,Temporal,"A,B","Temporal-A,B",so,none
The chef put the ingredients into the bowl.,The chef mixed the ingredients in the bowl.,Descript,80,3_common,305,2.0,6.133333333333334,3.866666666666666,9.266666666666667,then,iconic_temp,then,temporal,B follows A,Temporal,"A,B","Temporal-A,B",then,none
Kevin cut an onion.,Kevin found the ingredients listed in the recipe.,Descript,0,1_rare,306,5.066666666666666,3.1333333333333333,6.4,3.2,after,anticonic_temp,after,temporal,A follows B,Temporal,"B,A","Temporal-B,A",after,none
Kevin cut an onion.,Kevin found the ingredients listed in the recipe.,Descript,0,1_rare,306,5.066666666666666,3.1333333333333333,6.4,3.2,after,anticonic_temp,after,temporal,A follows B,Temporal,"B,A","Temporal-B,A",because,none
Kevin cut an onion.,Kevin found the ingredients listed in the recipe.,Descript,0,1_rare,306,5.066666666666666,3.1333333333333333,6.4,3.2,after,anticonic_temp,after,temporal,A follows B,Temporal,"B,A","Temporal-B,A",so,none
Kevin cut an onion.,Kevin found the ingredients listed in the recipe.,Descript,0,1_rare,306,5.066666666666666,3.1333333333333333,6.4,3.2,after,anticonic_temp,after,temporal,A follows B,Temporal,"B,A","Temporal-B,A",then,none
Kevin found the ingredients listed in the recipe.,Kevin cut an onion.,Descript,0,1_rare,306,1.4,4.933333333333334,3.733333333333333,8.066666666666666,then,iconic_temp,then,temporal,B follows A,Temporal,"A,B","Temporal-A,B",after,none
Kevin found the ingredients listed in the recipe.,Kevin cut an onion.,Descript,0,1_rare,306,1.4,4.933333333333334,3.733333333333333,8.066666666666666,then,iconic_temp,then,temporal,B follows A,Temporal,"A,B","Temporal-A,B",because,none
Kevin found the ingredients listed in the recipe.,Kevin cut an onion.,Descript,0,1_rare,306,1.4,4.933333333333334,3.733333333333333,8.066666666666666,then,iconic_temp,then,temporal,B follows A,Temporal,"A,B","Temporal-A,B",so,none
Kevin found the ingredients listed in the recipe.,Kevin cut an onion.,Descript,0,1_rare,306,1.4,4.933333333333334,3.733333333333333,8.066666666666666,then,iconic_temp,then,temporal,B follows A,Temporal,"A,B","Temporal-A,B",then,none
Tom prepared the cake pan.,Tom put the mix in the pan.,Descript,73,3_common,307,3.066666666666667,3.6666666666666665,3.533333333333333,8.8,then,iconic_temp,then,temporal,B follows A,Temporal,"A,B","Temporal-A,B",after,none
Tom prepared the cake pan.,Tom put the mix in the pan.,Descript,66,3_common,307,3.066666666666667,3.6666666666666665,3.533333333333333,8.8,then,iconic_temp,then,temporal,B follows A,Temporal,"A,B","Temporal-A,B",because,none
Tom prepared the cake pan.,Tom put the mix in the pan.,Descript,197,3_common,307,3.066666666666667,3.6666666666666665,3.533333333333333,8.8,then,iconic_temp,then,temporal,B follows A,Temporal,"A,B","Temporal-A,B",so,none
Tom prepared the cake pan.,Tom put the mix in the pan.,Descript,194,3_common,307,3.066666666666667,3.6666666666666665,3.533333333333333,8.8,then,iconic_temp,then,temporal,B follows A,Temporal,"A,B","Temporal-A,B",then,none
Tom put the mix in the pan.,Tom prepared the cake pan.,Descript,53,2_uncommon,307,4.733333333333333,2.933333333333333,7.733333333333333,3.333333333333333,after,anticonic_temp,after,temporal,A follows B,Temporal,"B,A","Temporal-B,A",after,none
Tom put the mix in the pan.,Tom prepared the cake pan.,Descript,48,2_uncommon,307,4.733333333333333,2.933333333333333,7.733333333333333,3.333333333333333,after,anticonic_temp,after,temporal,A follows B,Temporal,"B,A","Temporal-B,A",because,none
Tom put the mix in the pan.,Tom prepared the cake pan.,Descript,287,3_common,307,4.733333333333333,2.933333333333333,7.733333333333333,3.333333333333333,after,anticonic_temp,after,temporal,A follows B,Temporal,"B,A","Temporal-B,A",so,none
Tom put the mix in the pan.,Tom prepared the cake pan.,Descript,67,3_common,307,4.733333333333333,2.933333333333333,7.733333333333333,3.333333333333333,after,anticonic_temp,after,temporal,A follows B,Temporal,"B,A","Temporal-B,A",then,none
Kevin preheated the oven.,Kevin put the cake into the oven.,Descript,0,1_rare,308,4.2,6.0,3.733333333333333,9.266666666666667,then,iconic_temp,then,temporal,B follows A,Temporal,"A,B","Temporal-A,B",after,none
Kevin preheated the oven.,Kevin put the cake into the oven.,Descript,0,1_rare,308,4.2,6.0,3.733333333333333,9.266666666666667,then,iconic_temp,then,temporal,B follows A,Temporal,"A,B","Temporal-A,B",because,none
Kevin preheated the oven.,Kevin put the cake into the oven.,Descript,0,1_rare,308,4.2,6.0,3.733333333333333,9.266666666666667,then,iconic_temp,then,temporal,B follows A,Temporal,"A,B","Temporal-A,B",so,none
Kevin preheated the oven.,Kevin put the cake into the oven.,Descript,0,1_rare,308,4.2,6.0,3.733333333333333,9.266666666666667,then,iconic_temp,then,temporal,B follows A,Temporal,"A,B","Temporal-A,B",then,none
Kevin put the cake into the oven.,Kevin preheated the oven.,Descript,0,1_rare,308,6.466666666666667,3.1333333333333333,7.666666666666667,2.1333333333333333,after,anticonic_temp,after,temporal,A follows B,Temporal,"B,A","Temporal-B,A",after,none
Kevin put the cake into the oven.,Kevin preheated the oven.,Descript,0,1_rare,308,6.466666666666667,3.1333333333333333,7.666666666666667,2.1333333333333333,after,anticonic_temp,after,temporal,A follows B,Temporal,"B,A","Temporal-B,A",because,none
Kevin put the cake into the oven.,Kevin preheated the oven.,Descript,0,1_rare,308,6.466666666666667,3.1333333333333333,7.666666666666667,2.1333333333333333,after,anticonic_temp,after,temporal,A follows B,Temporal,"B,A","Temporal-B,A",so,none
Kevin put the cake into the oven.,Kevin preheated the oven.,Descript,0,1_rare,308,6.466666666666667,3.1333333333333333,7.666666666666667,2.1333333333333333,after,anticonic_temp,after,temporal,A follows B,Temporal,"B,A","Temporal-B,A",then,none
The chef put the mixture into the cake pan.,The chef sprayed the cake pan with nonstick spray.,Descript,25,2_uncommon,309,5.8,2.4,5.666666666666667,1.6,because,anticonic_caus,other,temporal,A follows B,no_rel,none,Unrelated,after,none
The chef put the mixture into the cake pan.,The chef sprayed the cake pan with nonstick spray.,Descript,8,2_uncommon,309,5.8,2.4,5.666666666666667,1.6,because,anticonic_caus,other,temporal,A follows B,no_rel,none,Unrelated,because,none
The chef put the mixture into the cake pan.,The chef sprayed the cake pan with nonstick spray.,Descript,36,2_uncommon,309,5.8,2.4,5.666666666666667,1.6,because,anticonic_caus,other,temporal,A follows B,no_rel,none,Unrelated,so,none
The chef put the mixture into the cake pan.,The chef sprayed the cake pan with nonstick spray.,Descript,57,3_common,309,5.8,2.4,5.666666666666667,1.6,because,anticonic_caus,other,temporal,A follows B,no_rel,none,Unrelated,then,none
The chef sprayed the cake pan with nonstick spray.,The chef put the mixture into the cake pan.,Descript,32,2_uncommon,309,2.8666666666666667,4.333333333333333,4.333333333333333,9.8,then,iconic_temp,then,temporal,B follows A,Temporal,"A,B","Temporal-A,B",after,none
The chef sprayed the cake pan with nonstick spray.,The chef put the mixture into the cake pan.,Descript,9,2_uncommon,309,2.8666666666666667,4.333333333333333,4.333333333333333,9.8,then,iconic_temp,then,temporal,B follows A,Temporal,"A,B","Temporal-A,B",because,none
The chef sprayed the cake pan with nonstick spray.,The chef put the mixture into the cake pan.,Descript,19,2_uncommon,309,2.8666666666666667,4.333333333333333,4.333333333333333,9.8,then,iconic_temp,then,temporal,B follows A,Temporal,"A,B","Temporal-A,B",so,none
The chef sprayed the cake pan with nonstick spray.,The chef put the mixture into the cake pan.,Descript,137,3_common,309,2.8666666666666667,4.333333333333333,4.333333333333333,9.8,then,iconic_temp,then,temporal,B follows A,Temporal,"A,B","Temporal-A,B",then,none
Katia adopted a dog.,Katia trained a dog.,Descript,10,2_uncommon,310,3.533333333333333,5.6,3.8,9.0,then,iconic_temp,then,temporal,B follows A,Temporal,"A,B","Temporal-A,B",after,none
Katia adopted a dog.,Katia trained a dog.,Descript,2,1_rare,310,3.533333333333333,5.6,3.8,9.0,then,iconic_temp,then,temporal,B follows A,Temporal,"A,B","Temporal-A,B",because,none
Katia adopted a dog.,Katia trained a dog.,Descript,17,2_uncommon,310,3.533333333333333,5.6,3.8,9.0,then,iconic_temp,then,temporal,B follows A,Temporal,"A,B","Temporal-A,B",so,none
Katia adopted a dog.,Katia trained a dog.,Descript,11,2_uncommon,310,3.533333333333333,5.6,3.8,9.0,then,iconic_temp,then,temporal,B follows A,Temporal,"A,B","Temporal-A,B",then,none
Katia trained a dog.,Katia adopted a dog.,Descript,6,2_uncommon,310,5.6,3.6666666666666665,6.6,4.8,after,anticonic_temp,after,temporal,A follows B,Temporal,"B,A","Temporal-B,A",after,none
Katia trained a dog.,Katia adopted a dog.,Descript,1,1_rare,310,5.6,3.6666666666666665,6.6,4.8,after,anticonic_temp,after,temporal,A follows B,Temporal,"B,A","Temporal-B,A",because,none
Katia trained a dog.,Katia adopted a dog.,Descript,20,2_uncommon,310,5.6,3.6666666666666665,6.6,4.8,after,anticonic_temp,after,temporal,A follows B,Temporal,"B,A","Temporal-B,A",so,none
Katia trained a dog.,Katia adopted a dog.,Descript,11,2_uncommon,310,5.6,3.6666666666666665,6.6,4.8,after,anticonic_temp,after,temporal,A follows B,Temporal,"B,A","Temporal-B,A",then,none
The man opened the oven.,The man put the cake into the oven.,Descript,232,3_common,311,6.0,6.133333333333334,4.4,9.8,then,iconic_temp,then,temporal,B follows A,Temporal,"A,B","Temporal-A,B",after,none
The man opened the oven.,The man put the cake into the oven.,Descript,89,3_common,311,6.0,6.133333333333334,4.4,9.8,then,iconic_temp,then,temporal,B follows A,Temporal,"A,B","Temporal-A,B",because,none
The man opened the oven.,The man put the cake into the oven.,Descript,465,3_common,311,6.0,6.133333333333334,4.4,9.8,then,iconic_temp,then,temporal,B follows A,Temporal,"A,B","Temporal-A,B",so,none
The man opened the oven.,The man put the cake into the oven.,Descript,546,4_frequent,311,6.0,6.133333333333334,4.4,9.8,then,iconic_temp,then,temporal,B follows A,Temporal,"A,B","Temporal-A,B",then,none
The man put the cake into the oven.,The man opened the oven.,Descript,199,3_common,311,5.533333333333333,3.333333333333333,6.866666666666666,2.8,after,anticonic_temp,after,temporal,A follows B,Temporal,"B,A","Temporal-B,A",after,none
The man put the cake into the oven.,The man opened the oven.,Descript,93,3_common,311,5.533333333333333,3.333333333333333,6.866666666666666,2.8,after,anticonic_temp,after,temporal,A follows B,Temporal,"B,A","Temporal-B,A",because,none
The man put the cake into the oven.,The man opened the oven.,Descript,372,3_common,311,5.533333333333333,3.333333333333333,6.866666666666666,2.8,after,anticonic_temp,after,temporal,A follows B,Temporal,"B,A","Temporal-B,A",so,none
The man put the cake into the oven.,The man opened the oven.,Descript,339,3_common,311,5.533333333333333,3.333333333333333,6.866666666666666,2.8,after,anticonic_temp,after,temporal,A follows B,Temporal,"B,A","Temporal-B,A",then,none
The chef baked the cake.,The chef decorated the cake.,Descript,7,2_uncommon,312,1.7333333333333334,6.466666666666667,4.4,9.533333333333331,then,iconic_temp,then,temporal,B follows A,Temporal,"A,B","Temporal-A,B",after,none
The chef baked the cake.,The chef decorated the cake.,Descript,1,1_rare,312,1.7333333333333334,6.466666666666667,4.4,9.533333333333331,then,iconic_temp,then,temporal,B follows A,Temporal,"A,B","Temporal-A,B",because,none
The chef baked the cake.,The chef decorated the cake.,Descript,11,2_uncommon,312,1.7333333333333334,6.466666666666667,4.4,9.533333333333331,then,iconic_temp,then,temporal,B follows A,Temporal,"A,B","Temporal-A,B",so,none
The chef baked the cake.,The chef decorated the cake.,Descript,77,3_common,312,1.7333333333333334,6.466666666666667,4.4,9.533333333333331,then,iconic_temp,then,temporal,B follows A,Temporal,"A,B","Temporal-A,B",then,none
The chef decorated the cake.,The chef baked the cake.,Descript,23,2_uncommon,312,6.2,2.333333333333333,8.266666666666667,1.6,after,anticonic_temp,after,temporal,A follows B,Temporal,"B,A","Temporal-B,A",after,none
The chef decorated the cake.,The chef baked the cake.,Descript,0,1_rare,312,6.2,2.333333333333333,8.266666666666667,1.6,after,anticonic_temp,after,temporal,A follows B,Temporal,"B,A","Temporal-B,A",because,none
The chef decorated the cake.,The chef baked the cake.,Descript,5,2_uncommon,312,6.2,2.333333333333333,8.266666666666667,1.6,after,anticonic_temp,after,temporal,A follows B,Temporal,"B,A","Temporal-B,A",so,none
The chef decorated the cake.,The chef baked the cake.,Descript,17,2_uncommon,312,6.2,2.333333333333333,8.266666666666667,1.6,after,anticonic_temp,after,temporal,A follows B,Temporal,"B,A","Temporal-B,A",then,none
The girl baked the cake.,The girl turned off the oven.,Descript,0,1_rare,313,1.7333333333333334,5.066666666666666,2.2,8.2,then,iconic_temp,then,temporal,B follows A,Temporal,"A,B","Temporal-A,B",after,none
